state,state_abbrev,bill_number,title,legiscan_bill_url,legiscan_text_url,year,status,collection_method
Connecticut,CT,HB05372,"An Act Concerning Periodic Behavioral Health Assessments, Police Officer Recruitment, School Resource Officers, Reporting Of Violations To The Police Officer Standards And Training Council, Investigations By The Inspector General, Minimum Standards And Practices For The Administration, Management And Operation Of Law Enforcement Units And The Correction Advisory Committee.",https://legiscan.com/CT/bill/HB05372/2022,https://legiscan.com/CT/text/HB05372/id/2534987,2022.0,Enacted,API_Pipeline_Mar2026
Florida,FL,H1421,School Safety,https://legiscan.com/FL/bill/H1421/2022,https://legiscan.com/FL/text/H1421/id/2468222,2022.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1093,Education matters.,https://legiscan.com/IN/bill/HB1093/2022,https://legiscan.com/IN/text/HB1093/id/2462789,2022.0,Enacted,API_Pipeline_Mar2026
Kentucky,KY,HB63,AN ACT relating to school security.,https://legiscan.com/KY/bill/HB63/2022,https://legiscan.com/KY/text/HB63/id/2464526,2022.0,Enacted,API_Pipeline_Mar2026
Kentucky,KY,HR80,A RESOLUTION proclaiming February 15 as School Resource Officer Appreciation Day.,https://legiscan.com/KY/bill/HR80/2022,https://legiscan.com/KY/text/HR80/id/2517961,2022.0,Passed,API_Pipeline_Mar2026
Louisiana,LA,HR208,Requests each public school principal to conduct quarterly safety drills addressing the scenario of an active shooter on campus,https://legiscan.com/LA/bill/HR208/2022,https://legiscan.com/LA/text/HR208/id/2591380,2022.0,Passed,API_Pipeline_Mar2026
Louisiana,LA,HR218,Requests that the state Department of Education study school safety issues and submit a written report to the House Committee on Education,https://legiscan.com/LA/bill/HR218/2022,https://legiscan.com/LA/text/HR218/id/2591505,2022.0,Passed,API_Pipeline_Mar2026
Louisiana,LA,HR236,Creates a special study committee to study school safety issues,https://legiscan.com/LA/bill/HR236/2022,https://legiscan.com/LA/text/HR236/id/2592494,2022.0,Passed,API_Pipeline_Mar2026
Maryland,MD,SB861,"Crimes - Firearms and Inmates - Enforcement, Procedures, and Reporting",https://legiscan.com/MD/bill/SB861/2022,https://legiscan.com/MD/text/SB861/id/2511936,2022.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A4075,Requires public schools to develop threat assessment teams.,https://legiscan.com/NJ/bill/A4075/2022,https://legiscan.com/NJ/text/A4075/id/2590515,2022.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A4691,Requires hazard mitigation plans to include climate change-related threat assessments and hazard prevention and mitigation strategies.,https://legiscan.com/NJ/bill/A4691/2022,https://legiscan.com/NJ/text/A4691/id/2608969,2024.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,S721,Requires certain public venues and places of worship to submit emergency plans to law enforcement agencies for purpose of preparing for mass casualty and active shooter events.,https://legiscan.com/NJ/bill/S721/2022,https://legiscan.com/NJ/text/S721/id/2475662,2022.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,S2057,Requires certain documentation of needs of students with disabilities during school security drills and emergency situations and in school security plans; requires staff training on needs of students with disabilities in emergency planning.,https://legiscan.com/NJ/bill/S2057/2022,https://legiscan.com/NJ/text/S2057/id/2538359,2024.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,S3079,Establishes School Safety and Security Task Force.,https://legiscan.com/NJ/bill/S3079/2022,https://legiscan.com/NJ/text/S3079/id/2608603,2024.0,Enacted,API_Pipeline_Mar2026
Rhode Island,RI,H6649,School Committees And Superintendents,https://legiscan.com/RI/bill/H6649/2022,https://legiscan.com/RI/text/H6649/id/2466761,2022.0,Passed,API_Pipeline_Mar2026
Rhode Island,RI,S2578,School Committees And Superintendents,https://legiscan.com/RI/bill/S2578/2022,https://legiscan.com/RI/text/S2578/id/2545958,2022.0,Passed,API_Pipeline_Mar2026
Utah,UT,HB0428,School Safety Amendments,https://legiscan.com/UT/bill/HB0428/2022,https://legiscan.com/UT/text/HB0428/id/2521454,2022.0,Passed,API_Pipeline_Mar2026
Virginia,VA,HB741,Annual public elementary and secondary school safety audits; creation or review of school building.,https://legiscan.com/VA/bill/HB741/2022,https://legiscan.com/VA/text/HB741/id/2472236,2022.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB873,"Public elementary and secondary schools; threat assessment team membership, etc.",https://legiscan.com/VA/bill/HB873/2022,https://legiscan.com/VA/text/HB873/id/2473576,2022.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB1129,School safety audits; law-enforcement officers.,https://legiscan.com/VA/bill/HB1129/2022,https://legiscan.com/VA/text/HB1129/id/2473421,2022.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB600,School safety audits; law-enforcement officers.,https://legiscan.com/VA/bill/SB600/2022,https://legiscan.com/VA/text/SB600/id/2478091,2022.0,Enacted,API_Pipeline_Mar2026
Alabama,AL,SB4,"Relating to the Employees' Retirement System; to amend Section 36-27-8.2, Code of Alabama 1975, as last amended by Act 2023-334 of the 2023 Regular Session, to temporarily permit certain retired state police officers performing duties as school resource officers or as correctional officers to serve without suspension of their retirement allowance.",https://legiscan.com/AL/bill/SB4/2023/X2,https://legiscan.com/AL/text/SB4/id/2834404,2023.0,Passed,API_Pipeline_Mar2026
Alabama,AL,HB41,"Relating to the Employees' Retirement System; to amend Section 36-27-8.2, Code of Alabama 1975, to temporarily permit certain retired individuals performing duties as school resource officers or as correctional officers to serve without suspension of his or her retirement allowance.",https://legiscan.com/AL/bill/HB41/2023,https://legiscan.com/AL/text/HB41/id/2715531,2023.0,Passed,API_Pipeline_Mar2026
Alabama,AL,HB481,"Relating to Cullman County; to amend Section 45-22-81.01 of the Code of Alabama 1975, providing for additional court costs in the state courts and the City of Cullman Municipal Court, to reallocate the use of the funds for the school resource officer program; and to provide retroactive effect.",https://legiscan.com/AL/bill/HB481/2023,https://legiscan.com/AL/text/HB481/id/2811037,2023.0,Passed,API_Pipeline_Mar2026
Arkansas,AR,HB1315,To Create The Seizure Safe Schools Act.,https://legiscan.com/AR/bill/HB1315/2023,https://legiscan.com/AR/text/HB1315/id/2668417,2023.0,Enacted,API_Pipeline_Mar2026
California,CA,AB960,School safety: web-based or app-based school safety programs.,https://legiscan.com/CA/bill/AB960/2023,https://legiscan.com/CA/text/AB960/id/2698898,2024.0,Enacted,API_Pipeline_Mar2026
California,CA,AB1023,California Cybersecurity Integration Center: school cybersecurity.,https://legiscan.com/CA/bill/AB1023/2023,https://legiscan.com/CA/text/AB1023/id/2701703,2023.0,Enacted,API_Pipeline_Mar2026
California,CA,AB1858,Comprehensive school safety plans: active shooters: armed assailants: drills.,https://legiscan.com/CA/bill/AB1858/2023,https://legiscan.com/CA/text/AB1858/id/2892281,2024.0,Enacted,API_Pipeline_Mar2026
California,CA,AB2887,School safety plans: medical emergency procedures.,https://legiscan.com/CA/bill/AB2887/2023,https://legiscan.com/CA/text/AB2887/id/2930645,2024.0,Enacted,API_Pipeline_Mar2026
California,CA,AB2968,School safety and fire prevention: fire hazard severity zones: comprehensive school safety plans: communication and evacuation plans.,https://legiscan.com/CA/bill/AB2968/2023,https://legiscan.com/CA/text/AB2968/id/2932278,2024.0,Enacted,API_Pipeline_Mar2026
California,CA,SB323,Comprehensive school safety plans: individualized safety plans.,https://legiscan.com/CA/bill/SB323/2023,https://legiscan.com/CA/text/SB323/id/2684444,2023.0,Enacted,API_Pipeline_Mar2026
California,CA,SB671,"School safety plans: dangerous, violent, or unlawful activities.",https://legiscan.com/CA/bill/SB671/2023,https://legiscan.com/CA/text/SB671/id/2705068,2023.0,Enacted,API_Pipeline_Mar2026
Connecticut,CT,HB06882,An Act Concerning Education Mandate Relief And Other Technical And Assorted Revisions And Additions To The Education And Early Childhood Education Statutes.,https://legiscan.com/CT/bill/HB06882/2023,https://legiscan.com/CT/text/HB06882/id/2733526,2023.0,Enacted,API_Pipeline_Mar2026
Delaware,DE,HB201,An Act To Amend Title 11 Of The Delaware Code Relating To Possession Of A Firearm In A Safe School And Recreation Zone.,https://legiscan.com/DE/bill/HB201/2023,https://legiscan.com/DE/text/HB201/id/2822753,2023.0,Passed,API_Pipeline_Mar2026
Delaware,DE,SB35,"An Act To Amend The Laws Of Delaware Relating To The Bond And Capital Improvements Act Of The State Of Delaware And Certain Of Its Authorities For The Fiscal Year Ending June 30, 2023.",https://legiscan.com/DE/bill/SB35/2023,https://legiscan.com/DE/text/SB35/id/2654585,2023.0,Passed,API_Pipeline_Mar2026
Delaware,DE,SB279,An Act To Amend Title 14 And Title 29 Of The Delaware Code Relating To School Safety.,https://legiscan.com/DE/bill/SB279/2023,https://legiscan.com/DE/text/SB279/id/2988001,2024.0,Passed,API_Pipeline_Mar2026
Florida,FL,H0543,Public Safety,https://legiscan.com/FL/bill/H0543/2023,https://legiscan.com/FL/text/H0543/id/2668946,2023.0,Enacted,API_Pipeline_Mar2026
Florida,FL,S7022,OGSR/Marjory Stoneman Douglas High School Public Safety Commission/Safe-school Officers,https://legiscan.com/FL/bill/S7022/2023,https://legiscan.com/FL/text/S7022/id/2734724,2023.0,Enacted,API_Pipeline_Mar2026
Georgia,GA,HB147,Safe Schools Act; enact,https://legiscan.com/GA/bill/HB147/2023,https://legiscan.com/GA/text/HB147/id/2674301,2023.0,Enacted,API_Pipeline_Mar2026
Hawaii,HI,HB1329,Relating To Education.,https://legiscan.com/HI/bill/HB1329/2023,https://legiscan.com/HI/text/HB1329/id/2664253,2023.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB3071,EDUC/SCH CD-VARIOUS,https://legiscan.com/IL/bill/HB3071/2023,https://legiscan.com/IL/text/HB3071/id/2704040,2023.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB3559,SCH SAFETY-RAPID ENTRY,https://legiscan.com/IL/bill/HB3559/2023,https://legiscan.com/IL/text/HB3559/id/2706733,2023.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB3680,SCH CD-IEP EMERGENCY,https://legiscan.com/IL/bill/HB3680/2023,https://legiscan.com/IL/text/HB3680/id/2706964,2023.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB5394,SCH SAFETY DRILL-CARDIAC PLAN,https://legiscan.com/IL/bill/HB5394/2023,https://legiscan.com/IL/text/HB5394/id/2921811,2024.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1177,Firearms training for teachers.,https://legiscan.com/IN/bill/HB1177/2023,https://legiscan.com/IN/text/HB1177/id/2629925,2023.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1492,School safety.,https://legiscan.com/IN/bill/HB1492/2023,https://legiscan.com/IN/text/HB1492/id/2642489,2023.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SB0391,Charter schools.,https://legiscan.com/IN/bill/SB0391/2023,https://legiscan.com/IN/text/SB0391/id/2647179,2023.0,Enacted,API_Pipeline_Mar2026
Iowa,IA,HF2586,"A bill for an act relating to school security, including the use of school security personnel by school districts and authorizing school employees to be issued professional permits to carry weapons, and including effective date provisions. (Formerly HSB 675.) Effective date: 04/19/2024, 07/01/2024.",https://legiscan.com/IA/bill/HF2586/2023,https://legiscan.com/IA/text/HF2586/id/2933349,2024.0,Passed,API_Pipeline_Mar2026
Iowa,IA,HF2652,"A bill for an act relating to school security, including by modifying provisions related to the issuance of school bonds, the secure an advanced vision for education fund, school district use of professional development moneys, and school security equipment and infrastructure, requiring the department of public safety to convene a task force related to the safety and security standards of schools and school infrastructure, and including effective date and applicability provisions. (Formerly HSB 692.) Applicability date: Enactment, 07/01/2024.",https://legiscan.com/IA/bill/HF2652/2023,https://legiscan.com/IA/text/HF2652/id/2953347,2024.0,Passed,API_Pipeline_Mar2026
Kentucky,KY,HB540,AN ACT relating to school safety.,https://legiscan.com/KY/bill/HB540/2023,https://legiscan.com/KY/text/HB540/id/2713842,2023.0,Enacted,API_Pipeline_Mar2026
Kentucky,KY,HR42,A RESOLUTION proclaiming February 15 as School Resource Officer Appreciation Day.,https://legiscan.com/KY/bill/HR42/2023,https://legiscan.com/KY/text/HR42/id/2698407,2023.0,Passed,API_Pipeline_Mar2026
Kentucky,KY,SR104,A RESOLUTION remembering and honoring the survivors and victims of the 1993 East Carter High School shootings.,https://legiscan.com/KY/bill/SR104/2023,https://legiscan.com/KY/text/SR104/id/2712181,2023.0,Passed,API_Pipeline_Mar2026
Louisiana,LA,HB348,Provides relative to school safety,https://legiscan.com/LA/bill/HB348/2023,https://legiscan.com/LA/text/HB348/id/2763889,2023.0,Enacted,API_Pipeline_Mar2026
Louisiana,LA,SB207,"Creates the School Safety Act of 2023. (gov sig) (EN +$8,969,075 GF EX See Note)",https://legiscan.com/LA/bill/SB207/2023,https://legiscan.com/LA/text/SB207/id/2767438,2023.0,Enacted,API_Pipeline_Mar2026
Maine,ME,LD477,"Resolve, Directing the Department of Education, Maine School Safety Center to Convene a Stakeholder Group to Develop Best Practices for Lockdown Drills and Active Shooter Drills and Allowing Parents to Opt Out of Active Shooter Drills for Their Children",https://legiscan.com/ME/bill/LD477/2023,https://legiscan.com/ME/text/LD477/id/2681653,2023.0,Passed,API_Pipeline_Mar2026
Maine,ME,LD24,An Act to Prohibit Certain Open Burning Under a Red Flag Warning and Regulate Recreational Campfires,https://legiscan.com/ME/bill/LD24/2023,https://legiscan.com/ME/text/LD24/id/2620414,2023.0,Passed,API_Pipeline_Mar2026
Maine,ME,LD892,An Act to Improve School Safety and Preparedness Through Comprehensive Health and Safety and Emergency Management Planning,https://legiscan.com/ME/bill/LD892/2023,https://legiscan.com/ME/text/LD892/id/2718348,2023.0,Passed,API_Pipeline_Mar2026
Maryland,MD,HB458,"Public School Construction - Programs, Approvals, and Administration - Alterations",https://legiscan.com/MD/bill/HB458/2023,https://legiscan.com/MD/text/HB458/id/2672089,2023.0,Enacted,API_Pipeline_Mar2026
